pub_date,category,puborg,pcode,childtype,title,url,summary
2020-09-08,国务院部门文件,海关总署,海关总署公告2020年第102号,商贸、海关、旅游\海关,海关总署关于优化电池等进口商品质量安全检验监管方式的公告,http://www.gov.cn/zhengce/zhengceku/2020-09/08/content_5541430.htm,海关总署关于优化电池等进口商品质量安全检验监管方式的公告 2020年第102号 为深入推进“放管服”改革，进一步优化口岸营商环境、提升跨境贸易便利化水平，海关总署决定优化电池等进口商品（目录见附件1）...
2020-09-08,国务院部门文件,财政部,财资〔2020〕97号,财政、金融、审计\其他,关于加强行政事业单位固定资产管理的通知,http://www.gov.cn/zhengce/zhengceku/2020-09/08/content_5541517.htm,关于加强行政事业单位固定资产管理的通知 财资〔2020〕97号 党中央有关部门，国务院各部委、各直属机构，全国人大常委会办公厅，全国政协办公厅，最高人民法院，最高人民检察院，各民主党派中央，有关人民团...
2020-09-08,国务院部门文件,教育部,教师函〔2020〕5号,科技、教育\教育,教育部关于印发《教育类研究生和公费师范生免试认定中小学教师资格改革实施方案》的通知,http://www.gov.cn/zhengce/zhengceku/2020-09/08/content_5541467.htm,教育部关于印发《教育类研究生和公费师范生免试认定中小学教师资格改革实施方案》的通知 教师函〔2020〕5号 各省、自治区、直辖市教育厅（教委），新疆生产建设兵团教育局，有关部门（单位）教育司（局），部...
2020-09-08,国务院部门文件,水利部办公厅,,农业、林业、水利\水利,水利部办公厅关于印发水利工程启闭机事中事后监管工作实施方案的通知,http://www.gov.cn/zhengce/zhengceku/2020-09/08/content_5541425.htm,水利部办公厅关于印发水利工程启闭机事中事后监管工作实施方案的通知 各流域管理机构，各省、自治区、直辖市水利（水务）厅（局），新疆生产建设兵团水利局，各有关单位： 为深入贯彻落实“水利工程补短板、水利行...
2020-09-07,政策解读,,,,《契税法》自明年9月1日起施行 契税税率将维持不变,http://www.gov.cn/zhengce/2020-09/07/content_5541111.htm,近期，十三届全国人大常委会第二十一次会议表决通过了《中华人民共和国契税法》，自2021年9月1日起施行。涉及不动产买卖会遇到契税，契税法来了，到底有何变化？将给百姓带来什么影响？ 很多人关心契税税率变...
2020-09-07,政策解读,,,,《关于加快新型建筑工业化发展的若干意见》解读,http://www.gov.cn/zhengce/2020-09/07/content_5541231.htm,加快推进新型建筑工业化 推动城乡建设绿色高质量发展 ——《关于加快新型建筑工业化发展的若干意见》解读 习近平总书记高度重视生态文明建设和绿色发展，多次强调生态文明建设是关系中华民族永续发展的根本大计。...
2020-09-07,国务院文件,国务院,国函〔2020〕123号,商贸、海关、旅游\对外经贸合作,国务院关于深化北京市新一轮服务业扩大开放综合试点建设国家服务业扩大开放综合示范区工作方案的批复,http://www.gov.cn/zhengce/zhengceku/2020-09/07/content_5541291.htm,国务院关于深化北京市新一轮服务业 扩大开放综合试点建设国家服务业扩大开放 综合示范区工作方案的批复 国函〔2020〕123号 北京市人民政府、商务部： 你们关于深化北京市新一轮服务业扩大开放综合试点、...
2020-09-07,国务院部门文件,教育部办公厅,教电〔2020〕363号,科技、教育\教育,教育部办公厅关于切实做好2020年秋季学期高校家庭经济困难学生资助工作的通知,http://www.gov.cn/zhengce/zhengceku/2020-09/07/content_5541321.htm,教育部办公厅关于切实做好2020年秋季学期高校家庭经济困难学生资助工作的通知 教电〔2020〕363号 各省、自治区、直辖市教育厅（教委），各计划单列市教育局，新疆生产建设兵团教育局，有关部门（单位）...
2020-09-07,国务院部门文件,国家煤矿安监局,煤安监监察〔2020〕35号,市场监管、安全生产监管\安全生产监管,国家煤矿安监局关于开展煤矿安全生产综合督查工作的通知,http://www.gov.cn/zhengce/zhengceku/2020-09/07/content_5541235.htm,国家煤矿安监局关于开展煤矿安全生产综合督查工作的通知 煤安监监察〔2020〕35号 各产煤省、自治区、直辖市及新疆生产建设兵团煤矿安全监管部门，各省级煤矿安全监察局： 为推动党中央、国务院关于煤矿安全...
2020-09-06,国务院部门文件,财政部 海关总署 税务总局,财关税〔2020〕36号,财政、金融、审计\税务,财政部 海关总署 税务总局关于2020年中国国际服务贸易交易会展期内销售的进口展品税收优惠政策的通知,http://www.gov.cn/zhengce/zhengceku/2020-09/06/content_5540976.htm,财政部 海关总署 税务总局关于2020年中国国际服务贸易交易会展期内销售的进口展品税收优惠政策的通知 财关税〔2020〕36号 北京市财政局、北京海关、国家税务总局北京市税务局、北京市国际服务贸易事务...
2020-09-06,国务院部门文件,交通运输部,交运发〔2020〕81号,工业、交通\公路,交通运输部关于命名石家庄市等12个城市国家公交都市建设示范城市的通报,http://www.gov.cn/zhengce/zhengceku/2020-09/06/content_5541030.htm,交通运输部关于命名石家庄市等12个城市国家公交都市建设示范城市的通报 交运发〔2020〕81号 各省、自治区、直辖市、新疆生产建设兵团交通运输厅（局、委）： 为贯彻落实党中央、国务院有关决策部署，深入...
2020-09-06,国务院部门文件,教育部办公厅,教职成厅函〔2020〕12号,科技、教育\教育,教育部办公厅关于举办2020年全民终身学习活动周的通知,http://www.gov.cn/zhengce/zhengceku/2020-09/06/content_5541014.htm,教育部办公厅关于举办2020年全民终身学习活动周的通知 教职成厅函〔2020〕12号 各省、自治区、直辖市教育厅（教委），各计划单列市教育局，新疆生产建设兵团教育局，有关单位： 为深入贯彻落实党的十九...
2020-09-05,政策解读,,,,《用人单位职业卫生监督执法工作规范》政策解读,http://www.gov.cn/zhengce/2020-09/05/content_5540808.htm,一、本规范的执法主体及适用范围是什么？ 答：本规范的执法主体是县级以上地方卫生健康行政部门及其委托的卫生健康监督机构。本规范适用于对《职业病防治法》中用人单位的监督执法活动。 二、制订本规范的法律法规...
2020-09-05,国务院部门文件,卫生健康委,国卫监督发〔2020〕17号,卫生、体育\其他,国家卫生健康委关于印发用人单位职业卫生监督执法工作规范的通知,http://www.gov.cn/zhengce/zhengceku/2020-09/05/content_5540797.htm,国家卫生健康委关于印发用人单位职业卫生监督执法工作规范的通知 国卫监督发〔2020〕17号 各省、自治区、直辖市及新疆生产建设兵团卫生健康委，中国疾控中心、监督中心、职业卫生中心： 为深入贯彻落实《职...
2020-09-05,国务院部门文件,住房和城乡建设部 教育部 工业和信息化部 公安部 商务部 文化和旅游部 卫生健康委 税务总局 市场监管总局 体育总局 能源局 邮政局 中国残联,建科规〔2020〕7号,城乡建设、环境保护\城乡建设（含住房）,住房和城乡建设部等部门关于开展城市居住社区建设补短板行动的意见,http://www.gov.cn/zhengce/zhengceku/2020-09/05/content_5540862.htm,住房和城乡建设部等部门关于开展城市居住社区建设补短板行动的意见 建科规〔2020〕7号 各省、自治区、直辖市住房和城乡建设厅（委、管委）、教育厅（委）、通信管理局、公安厅（局）、商务主管部门、文化和旅...
2020-09-05,国务院部门文件,工业和信息化部办公厅,工信厅信发函〔2020〕206号,工业、交通\信息产业（含电信）,工业和信息化部办公厅关于公布支撑疫情防控和复工复产工业互联网平台解决方案的通知,http://www.gov.cn/zhengce/zhengceku/2020-09/05/content_5540813.htm,工业和信息化部办公厅关于公布支撑疫情防控和复工复产工业互联网平台解决方案的通知 工信厅信发函〔2020〕206号 各省、自治区、直辖市及计划单列市、新疆生产建设兵团工业和信息化主管部门，各有关单位： ...
2020-09-04,政策解读,,,,守住基本民生底线 实现社会救助高质量发展——民政部有关负责人就《关于改革完善社会救助制度的意见》答记者问,http://www.gov.cn/zhengce/2020-09/04/content_5540414.htm,新华社北京9月4日电 题：守住基本民生底线 实现社会救助高质量发展——民政部有关负责人就《关于改革完善社会救助制度的意见》答记者问 新华社记者孙少龙 近日，中共中央办公厅、国务院办公厅印发了《关于改革...
2020-09-04,政策解读,,,,年底前实现企业开办全程网上办理——一网通办，经营企业更便利,http://www.gov.cn/zhengce/2020-09/04/content_5540237.htm,确保年底前做到企业开办全程网上办理、市场主体可登记多个经营场所、取消49项有重复审批情况的行政许可事项……日前召开的国务院常务会议围绕深化“放管服”改革提出了多项具体举措。相关人士指出，这些举措的出台...
2020-09-04,政策解读,,,,相关监管文件已获通过——我国金控公司将实施准入管理,http://www.gov.cn/zhengce/2020-09/04/content_5540232.htm,9月2日召开的国务院常务会议通过了《关于实施金融控股公司准入管理的决定》，意味着在我国设立金融控股公司将需要一定门槛。专家表示，此次会议释放了规范行业发展，有效防范金融风险，引导金融控股公司提升服务实...
2020-09-04,政策解读,,,,中国银保监会有关部门负责人就《关于实施车险综合改革的指导意见》答记者问,http://www.gov.cn/zhengce/2020-09/04/content_5540579.htm,为贯彻以人民为中心的发展思想和高质量发展要求，深化金融供给侧结构性改革，更好维护消费者权益，实现车险高质量发展，中国银保监会印发了《关于实施车险综合改革的指导意见》（以下简称《指导意见》）。近日，银保...
2020-09-04,政策解读,,,,民政部有关负责人就贯彻落实《关于改革完善社会救助制度的意见》答记者问,http://www.gov.cn/zhengce/2020-09/04/content_5540739.htm,近日，中共中央办公厅、国务院办公厅印发了《关于改革完善社会救助制度的意见》（以下简称《意见》）。民政部有关负责人就贯彻落实《意见》有关问题回答了记者的提问。 问：为什么要改革完善社会救助制度？ 答：社...
2020-09-04,政策解读,,,,《关于开展“民营医院管理年”活动的通知》解读,http://www.gov.cn/zhengce/2020-09/04/content_5540737.htm,国家卫生健康委和国家中医药管理局联合印发了《关于开展“民营医院管理年”活动的通知》，自今年8月起至2022年12月底，开展“民营医院管理年”活动，现对有关内容解读如下： 一、为什么要开展“民营医院管理...
2020-09-04,国务院部门文件,中国银保监会,,财政、金融、审计\保险,中国银保监会关于印发实施车险综合改革指导意见的通知,http://www.gov.cn/zhengce/zhengceku/2020-09/04/content_5540321.htm,中国银保监会关于印发实施车险综合改革指导意见的通知 为贯彻以人民为中心的发展思想，深化供给侧结构性改革，更好维护消费者权益，让市场在资源配置中起决定性作用，推动车险高质量发展，银保监会研究制定了《关于...
2020-09-04,国务院部门文件,卫生健康委 中医药局,国卫医函〔2020〕347号,卫生、体育\卫生,关于开展“民营医院管理年”活动的通知,http://www.gov.cn/zhengce/zhengceku/2020-09/04/content_5540736.htm,关于开展“民营医院管理年”活动的通知 国卫医函〔2020〕347号 各省、自治区、直辖市及新疆生产建设兵团卫生健康委、中医药管理局： 为进一步落实《关于促进社会办医持续健康规范发展的意见》（国卫医发〔...
2020-09-04,国务院部门文件,中华人民共和国住房和城乡建设部 中华人民共和国教育部 中华人民共和国科学技术部 中华人民共和国工业和信息化部 中华人民共和国自然资源部 中华人民共和国生态环境部 中国人民银行 国家市场监督管理总局 中国银行保险监督管理委员会,建标规〔2020〕8号,城乡建设、环境保护\城乡建设（含住房）,住房和城乡建设部等部门关于加快新型建筑工业化发展的若干意见,http://www.gov.cn/zhengce/zhengceku/2020-09/04/content_5540357.htm,住房和城乡建设部等部门关于加快新型建筑工业化发展的若干意见 建标规〔2020〕8号 各省、自治区、直辖市住房和城乡建设厅（委、管委）、教育厅（委）、科技厅（委、局）、工业和信息化主管部门、自然资源主管...
2020-09-04,国务院部门文件,国家发展改革委 民航局,发改基础〔2020〕1319号,工业、交通\民航,国家发展改革委 民航局关于促进航空货运设施发展的意见,http://www.gov.cn/zhengce/zhengceku/2020-09/04/content_5540595.htm,国家发展改革委 民航局 关于促进航空货运设施发展的意见 发改基础〔2020〕1319号 各省、自治区、直辖市及计划单列市、新疆生产建设兵团发展改革委，民航各地区管理局: 为深入贯彻落实国务院常务会议精...
2020-09-04,国务院部门文件,教育部,教学函〔2020〕8号,科技、教育\教育,教育部关于印发《2021年全国硕士研究生招生工作管理规定》的通知,http://www.gov.cn/zhengce/zhengceku/2020-09/04/content_5540694.htm,教育部关于印发《2021年全国硕士研究生招生工作管理规定》的通知 教学函〔2020〕8号 各省、自治区、直辖市高等学校招生委员会、教育厅（教委）、教育招生考试机构，新疆生产建设兵团教育局，有关部门（单...
2020-09-04,国务院部门文件,财政部 海关总署 税务总局,财关税〔2020〕36号,财政、金融、审计\税务,关于2020年中国国际服务贸易交易会展期内销售的进口展品税收优惠政策的通知,http://www.gov.cn/zhengce/zhengceku/2020-09/04/content_5540514.htm,关于2020年中国国际服务贸易交易会展期内销售的进口展品税收优惠政策的通知 财关税〔2020〕36号 北京市财政局、北京海关、国家税务总局北京市税务局、北京市国际服务贸易事务中心： 为支持2020年中...
2020-09-04,国务院部门文件,教育部 中央组织部 中央编办 国家发展改革委 财政部 人力资源社会保障部,教师〔2020〕5号,科技、教育\教育,教育部等六部门关于加强新时代乡村教师队伍建设的意见,http://www.gov.cn/zhengce/zhengceku/2020-09/04/content_5540386.htm,教育部等六部门关于加强新时代乡村教师队伍建设的意见 教师〔2020〕5号 各省、自治区、直辖市教育厅（教委）、党委组织部、党委编办、发展改革委、财政厅（局）、人力资源社会保障厅（局），新疆生产建设兵团...
2020-09-04,国务院部门文件,中国银保监会消费者权益保护局,银保监消保发〔2020〕10号,财政、金融、审计\银行,中国银保监会消费者权益保护局关于2020年第二季度银行业消费投诉情况的通报,http://www.gov.cn/zhengce/zhengceku/2020-09/04/content_5540282.htm,中国银保监会消费者权益保护局关于2020年第二季度银行业消费投诉情况的通报 银保监消保发〔2020〕10号 各银保监局，各政策性银行、大型银行、股份制银行，外资银行： 现将2020年第二季度银行业消费...
2020-09-04,国务院部门文件,退役军人事务部,中华人民共和国退役军人事务部公告第1号,民政、扶贫、救灾\优抚安置,退役军人事务部关于公布第三批著名抗日英烈、英雄群体名录的公告,http://www.gov.cn/zhengce/zhengceku/2020-09/04/content_5540578.htm,中华人民共和国退役军人事务部公告 第1号 退役军人事务部关于公布第三批著名抗日英烈、英雄群体名录的公告 中国人民抗日战争胜利，是近代以来中国抗击外敌入侵的第一次完全胜利。伟大的中国人民以巨大民族牺牲支...
2020-09-04,国务院部门文件,文化和旅游部 国家发展改革委,文旅资源发〔2020〕56号,商贸、海关、旅游\旅游,文化和旅游部 国家发展改革委关于公布第二批全国乡村旅游重点村名单的通知,http://www.gov.cn/zhengce/zhengceku/2020-09/04/content_5540367.htm,文化和旅游部 国家发展改革委关于公布第二批全国乡村旅游重点村名单的通知 文旅资源发〔2020〕56号 各省、自治区、直辖市文化和旅游厅（局）、发展改革委，新疆生产建设兵团文化体育广电和旅游局、发展改革...
2020-09-03,政策解读,,,,以改革开放为动力 以新格局打造新优势——解读中央深改委第十五次会议发出的信号,http://www.gov.cn/zhengce/2020-09/03/content_5539624.htm,新华社北京9月2日电 题：以改革开放为动力 以新格局打造新优势——解读中央深改委第十五次会议发出的信号 新华社记者韩洁、刘开雄、何欣荣 “推动更深层次改革，实行更高水平开放，为构建新发展格局提供强大动...
2020-09-03,政策解读,,,,国务院部署加强大气污染科学防治促进绿色发展,http://www.gov.cn/zhengce/2020-09/03/content_5539681.htm,新华社北京9月2日电（记者 高敬）治理大气污染，改善空气质量，是群众所盼、民生所系。2日召开的国务院常务会议听取大气重污染成因与治理攻关项目研究成果汇报，部署加强大气污染科学防治、促进绿色发展。 近年...
2020-09-03,政策解读,,,,金融控股公司监管新规呼之欲出：国务院常务会议明确准入规范,http://www.gov.cn/zhengce/2020-09/03/content_5540194.htm,金融控股集团监管又有新动作。 9月2日，国务院常务会议指出，为更好服务实体经济、规范金融市场秩序，会议通过《关于实施金融控股公司准入管理的决定》，着眼服务实体经济，明确金融控股公司准入规范。 2019...
2020-09-03,政策解读,,,,国务院:着眼服务实体经济明确金融控股公司准入规范,http://www.gov.cn/zhengce/2020-09/03/content_5539621.htm,新华社北京9月2日电（记者 吴雨）今年以来，一系列精准适度的金融政策落地实施，对保市场主体、促进经济恢复性增长发挥了重要作用。2日召开的国务院常务会议要求，坚持稳健的货币政策灵活适度，着眼服务实体经济...
2020-09-03,国务院文件,国务院,国发〔2020〕11号,民政、扶贫、救灾\其他,国务院关于公布第三批国家级抗战纪念设施、遗址名录的通知,http://www.gov.cn/zhengce/zhengceku/2020-09/03/content_5540097.htm,国务院关于公布第三批国家级 抗战纪念设施、遗址名录的通知 国发〔2020〕11号 各省、自治区、直辖市人民政府，国务院各部委、各直属机构： 为隆重纪念中国人民抗日战争暨世界反法西斯战争胜利75周年，经...
2020-09-03,国务院部门文件,卫生健康委,国卫医函〔2020〕343号,卫生、体育\其他,国家卫生健康委关于设置国家儿童区域医疗中心的通知,http://www.gov.cn/zhengce/zhengceku/2020-09/03/content_5539736.htm,国家卫生健康委关于设置国家儿童区域医疗中心的通知 国卫医函〔2020〕343号 辽宁省、浙江省、广东省、重庆市、四川省、陕西省卫生健康委： 为深入落实《关于加强儿童医疗卫生服务改革与发展意见》（国卫医...
2020-09-03,国务院部门文件,国家卫生健康委办公厅,国卫办疾控函〔2020〕725号,卫生、体育\卫生,国家卫生健康委办公厅关于印发中央转移支付地方项目包虫病患者救治管理办法的通知,http://www.gov.cn/zhengce/zhengceku/2020-09/03/content_5539743.htm,国家卫生健康委办公厅关于印发中央转移支付地方项目包虫病患者救治管理办法的通知 国卫办疾控函〔2020〕725号 内蒙古自治区、四川省、云南省、西藏自治区、陕西省、甘肃省、青海省、宁夏回族自治区、新疆维...
2020-09-03,国务院部门文件,国家知识产权局办公室,国知办函运字〔2020〕767号,科技、教育\知识产权,国家知识产权局办公室关于做好2020年中国国际服务贸易交易会知识产权服务保障工作的通知,http://www.gov.cn/zhengce/zhengceku/2020-09/03/content_5539788.htm,国家知识产权局办公室关于做好2020年中国国际服务贸易交易会知识产权服务保障工作的通知 国知办函运字〔2020〕767号 各省、自治区、直辖市及计划单列市、副省级城市、新疆生产建设兵团知识产权局： 2...
2020-09-03,国务院部门文件,知识产权局,国知发运字〔2020〕36号,科技、教育\知识产权,国家知识产权局关于规范地方专利商标业务窗口名称 稳步推进知识产权业务“一窗通办”的通知,http://www.gov.cn/zhengce/zhengceku/2020-09/03/content_5539771.htm,国家知识产权局关于规范地方专利商标业务窗口名称 稳步推进知识产权业务“一窗通办”的通知 国知发运字〔2020〕36号 各省、自治区、直辖市及新疆生产建设兵团知识产权局，四川省知识产权服务促进中心： 为...
2020-09-02,政策解读,,,,《国家卫生健康委办公厅关于进一步加强医疗机构护理工作的通知》解读,http://www.gov.cn/zhengce/2020-09/02/content_5539429.htm,一、背景情况 护理工作是卫生健康事业的重要组成部分，医疗机构护理工作直接服务于患者，关系到医疗质量和患者安全，关系到人民群众的身体健康和就医感受。截至2019年年底，全国共有445万名护士，是医疗卫生...
2020-09-02,国务院部门文件,国家卫生健康委办公厅,国卫办医发〔2020〕11号,卫生、体育\卫生,国家卫生健康委办公厅关于进一步加强医疗机构护理工作的通知,http://www.gov.cn/zhengce/zhengceku/2020-09/02/content_5539428.htm,国家卫生健康委办公厅关于进一步加强医疗机构护理工作的通知 国卫办医发〔2020〕11号 各省、自治区、直辖市及新疆生产建设兵团卫生健康委： 医疗机构护理工作直接服务于患者，关系到医疗质量和患者安全，关...
2020-09-02,国务院部门文件,交通运输部,交规划函〔2020〕585号,工业、交通\其他,交通运输部关于深圳市开展高品质创新型国际航空枢纽建设等交通强国建设试点工作的意见,http://www.gov.cn/zhengce/zhengceku/2020-09/02/content_5539536.htm,交通运输部关于深圳市开展高品质创新型国际航空枢纽建设等交通强国建设 试点工作的意见 交规划函〔2020〕585号 深圳市交通运输局： 《深圳市交通运输局关于审批交通强国建设深圳市试点实施方案和试点任务...
2020-09-02,国务院部门文件,交通运输部,交规划函〔2020〕586号,工业、交通\其他,交通运输部关于重庆市开展内陆国际物流枢纽高质量发展等交通强国建设试点工作的意见,http://www.gov.cn/zhengce/zhengceku/2020-09/02/content_5539534.htm,交通运输部关于重庆市开展内陆国际物流枢纽高质量发展等交通强国建设试点工作的意见 交规划函〔2020〕586号 重庆市交通局： 《重庆市交通局关于报送〈重庆市交通强国建设试点实施方案〉的报告》（渝交文〔...
2020-09-02,国务院部门文件,交通运输部,交规划函〔2020〕587号,工业、交通\其他,交通运输部关于广西壮族自治区开展推进交通运输高水平对外开放等交通强国建设试点工作的意见,http://www.gov.cn/zhengce/zhengceku/2020-09/02/content_5539532.htm,交通运输部关于广西壮族自治区开展推进交通运输高水平对外开放等交通强国建设试点工作的意见 交规划函〔2020〕587号 广西壮族自治区交通运输厅： 《广西壮族自治区交通运输厅关于请予审批交通强国建设试点...
2020-09-02,国务院部门文件,交通运输部,交规划函〔2020〕589号,工业、交通\其他,交通运输部关于江苏省开展品质工程建设等交通强国建设试点工作的意见,http://www.gov.cn/zhengce/zhengceku/2020-09/02/content_5539527.htm,交通运输部关于江苏省开展品质工程建设等交通强国建设试点工作的意见 交规划函〔2020〕589号 江苏省交通运输厅： 你厅《关于报送江苏省交通强国建设试点实施方案的请示》（苏交计〔2019〕142号）收...
2020-09-02,国务院部门文件,交通运输部,交规划函〔2020〕588号,工业、交通\其他,交通运输部关于浙江省开展构筑现代综合立体交通网络等交通强国建设试点工作的意见,http://www.gov.cn/zhengce/zhengceku/2020-09/02/content_5539530.htm,交通运输部关于浙江省开展构筑现代综合立体交通网络等交通强国建设试点工作的意见 交规划函〔2020〕588号 浙江省交通运输厅： 《浙江省交通运输厅关于上报 的请示》（浙...
2020-09-01,政策解读,,,,开展人力资源服务行业促就业行动促进市场化社会化就业,http://www.gov.cn/zhengce/2020-09/01/content_5538982.htm,近日，人社部印发《关于开展人力资源服务行业促就业行动的通知》，部署开展人力资源服务行业促就业行动，为促进稳就业保就业、决战脱贫攻坚提供坚实有力人力资源服务支撑。为此，人社部门户网站在线访谈栏目邀请人社...
2020-09-01,政策解读,,,,9月1日起，《农用薄膜管理办法》开始实施 管理成闭环 使用更规范,http://www.gov.cn/zhengce/2020-09/01/content_5538889.htm,农用薄膜不合理的使用和管理，会造成资源浪费、带来白色污染。 9月1日起，农业农村部等四部门联合印发的《农用薄膜管理办法》开始实施，将对农膜的生产、销售、使用、回收、再利用及监管等环节予以规范。同时，在...
2020-09-01,国务院部门文件,药监局,国家药监局公告2020年第94号,卫生、体育\医药管理,国家药监局关于发布《药品注册审评结论异议解决程序（试行）》的公告,http://www.gov.cn/zhengce/zhengceku/2020-09/01/content_5539006.htm,国家药监局关于发布《药品注册审评结论异议解决程序（试行）》的公告 2020年第94号 为配合《药品注册管理办法》实施，国家药品监督管理局组织制定了《药品注册审评结论异议解决程序（试行）》，现予以发布。...
2020-09-01,国务院部门文件,国家卫生健康委办公厅,国卫办法规函〔2020〕714号,卫生、体育\卫生,国家卫生健康委办公厅关于下达2020年度卫生健康标准项目计划的通知,http://www.gov.cn/zhengce/zhengceku/2020-09/01/content_5538974.htm,国家卫生健康委办公厅关于下达2020年度卫生健康标准项目计划的通知 国卫办法规函〔2020〕714号 中国疾控中心、统计信息中心、医管中心，国家卫生健康标准委员会各标准专业委员会、各标准项目承担单位：...
2020-09-01,国务院部门文件,扶贫办 财政部,国开办发〔2020〕24号,民政、扶贫、救灾\减灾救灾,国务院扶贫办 财政部关于用好财政扶贫资金项目支持克服洪涝地质灾害影响的通知,http://www.gov.cn/zhengce/zhengceku/2020-09/01/content_5538976.htm,国务院扶贫办 财政部关于用好财政扶贫资金项目支持克服洪涝地质灾害影响的通知 国开办发〔2020〕24号 各省、自治区、直辖市扶贫办（局）、财政厅（局）： 为深入贯彻落实习近平总书记系列重要指示精神，按...
2020-09-01,国务院部门文件,海关总署,海关总署公告2020年第99号,商贸、海关、旅游\海关,关于调整部分进出境货物监管要求的公告,http://www.gov.cn/zhengce/zhengceku/2020-09/01/content_5538961.htm,关于调整部分进出境货物监管要求的公告 海关总署公告2020年第99号 为深入贯彻国务院减税降费政策，落实“六稳”“六保”工作任务，持续优化口岸营商环境，减轻企业负担，海关总署决定对部分进出境货物监管要...
2020-09-01,国务院部门文件,商务部办公厅,商办流通函〔2020〕306号,商贸、海关、旅游\国内贸易（含供销）,商务部办公厅关于进一步加强商务领域塑料污染治理工作的通知,http://www.gov.cn/zhengce/zhengceku/2020-09/01/content_5538952.htm,商务部办公厅关于进一步加强商务领域塑料污染治理工作的通知 商办流通函〔2020〕306号 各省、自治区、直辖市、计划单列市及新疆生产建设兵团商务主管部门： 塑料作为一种重要的基础材料，在商贸流通领域应...
2020-09-01,国务院部门文件,文化和旅游部,中华人民共和国文化和旅游部令 第4号,文化、广电、新闻出版\文化,在线旅游经营服务管理暂行规定,http://www.gov.cn/zhengce/zhengceku/2020-09/01/content_5538951.htm,中华人民共和国文化和旅游部令 第4号 《在线旅游经营服务管理暂行规定》已经2020年7月20日文化和旅游部部务会议审议通过，现予发布，自2020年10月1日起施行。 部长 胡和平 2020年8月20日...
2020-09-01,国务院部门文件,农业农村部 生态环境部,中华人民共和国农业农村部 生态环境部令 2020年第6号,农业、林业、水利\农业、畜牧业、渔业,农药包装废弃物回收处理管理办法,http://www.gov.cn/zhengce/zhengceku/2020-09/01/content_5538947.htm,中华人民共和国农业农村部 生态环境部令 2020年第6号 《农药包装废弃物回收处理管理办法》已于2020年7月31日经农业农村部第11次常务会议审议通过，并经生态环境部同意，现予公布，自2020年10...
2020-08-31,政策解读,,,,守好科技工作“生命线” 向科技违规行为“亮剑”——科技部部长王志刚就《科学技术活动违规行为处理暂行规定》答新华社记者问,http://www.gov.cn/zhengce/2020-08/31/content_5538877.htm,新华社北京8月31日电 题：守好科技工作“生命线” 向科技违规行为“亮剑”——科技部部长王志刚就《科学技术活动违规行为处理暂行规定》答新华社记者问 新华社记者陈芳、胡喆 随着我国迈入新发展阶段，科技创...
2020-08-31,政策解读,,,,关于《国家税务总局关于资源税征收管理若干问题的公告》的解读,http://www.gov.cn/zhengce/2020-08/31/content_5538850.htm,一、《公告》的制定背景 为落实《中华人民共和国资源税法》（以下简称“资源税法”），规范资源税征收管理，优化纳税服务，根据《中华人民共和国税收征收管理法》及其实施细则、《财政部 税务总局关于资源税有关问...
2020-08-31,国务院文件,国务院应对新型冠状病毒感染肺炎疫情联防联控机制,国办发明电〔2020〕22号,卫生、体育\卫生,国务院应对新型冠状病毒感染肺炎疫情联防联控机制关于印发进一步推进新冠病毒核酸检测能力建设工作方案的通知,http://www.gov.cn/zhengce/zhengceku/2020-08/31/content_5538788.htm,国务院应对新型冠状病毒感染肺炎疫情 联防联控机制关于印发进一步推进新冠病毒 核酸检测能力建设工作方案的通知 国办发明电〔2020〕22号 各省、自治区、直辖市人民政府，国务院各部委、各直属机构： 为落...
2020-08-31,国务院部门文件,国家卫生健康委办公厅 国家发展改革委办公厅,国卫办规划函〔2020〕683号,卫生、体育\卫生,关于印发发热门诊建筑装备技术导则（试行）的通知,http://www.gov.cn/zhengce/zhengceku/2020-08/31/content_5538824.htm,关于印发发热门诊建筑装备技术导则（试行）的通知 国卫办规划函〔2020〕683号 各省、自治区、直辖市及新疆生产建设兵团卫生健康委、发展改革委： 为指导各地实施《公共卫生防控救治能力建设方案》，进一步...
2020-08-31,国务院部门文件,教育部办公厅,教发厅〔2020〕6号,科技、教育\教育,教育部办公厅关于印发《高等学校命名暂行办法》的通知,http://www.gov.cn/zhengce/zhengceku/2020-08/31/content_5538872.htm,教育部办公厅关于印发《高等学校命名暂行办法》的通知 教发厅〔2020〕6号 各省、自治区、直辖市教育厅（教委），新疆生产建设兵团教育局： 为规范高等学校命名工作，依据相关法律法规规定，结合高校设置工作...
2020-08-31,国务院部门文件,教育部 国家发展改革委 财政部 国家市场监管总局 国家新闻出版署,教财〔2020〕5号,科技、教育\教育,教育部等五部门印发《关于进一步加强和规范教育收费管理的意见》的通知,http://www.gov.cn/zhengce/zhengceku/2020-08/31/content_5538821.htm,教育部等五部门印发《关于进一步加强和规范教育收费管理的意见》的通知 教财〔2020〕5号 各省、自治区、直辖市教育厅（教委）、发展改革委、财政厅（局）、市场监管局、新闻出版局，各计划单列市教育局、发展...
